Operation_ID,Operation_Name,Operation_Start_DateTime,Operation_Priority,Operation_Nature,Operation_Habitat,Operation_Expenditure,Friendlies_Contact_ID,Operation_Location_Country,Operation_Location_City,Operation_Location_X,Operation_Location_Y
OP189,OP-PHOENIX-189,2025-01-14 01:00:00,5,Anti Terrorism,Mountain,36765395.18,FC9413,Sweden,Stockholm,46.340679,32.506682
OP190,OP-COPPER-190,2025-01-16 01:00:00,6,Exfiltration,Grassland,16046474.45,FC4875,South Korea,Seoul,59.793722,-103.821792
OP191,OP-PHOENIX-191,2025-01-18 01:00:00,3,Spying,Rainforest,42016106.15,FC3087,France,Toulouse,-3.903854,-177.417393
OP192,OP-FALCON-192,2025-01-19 07:00:00,5,Spying,High Altitude,37507576.39,FC8859,Canada,Ottawa,-48.69099,-157.297119
OP193,OP-STEEL-193,2025-01-21 10:00:00,10,Perimeter Hold,Low Altitude,11489064.46,FC4580,Italy,Naples,50.918267,84.607059
OP194,OP-STEEL-194,2025-01-24 02:00:00,7,Defend Perimeter,Rainforest,23410180.39,FC1918,South Korea,Seoul,66.33041,135.751349
OP195,OP-EMBER-195,2025-01-25 22:00:00,7,Reinforcements,Tundra,40135189.87,FC7606,China,Beijing,-23.819553,124.297224
OP196,OP-IRON-196,2025-01-27 19:00:00,5,Defend Perimeter,Rainforest,2390553.54,FC8534,Vietnam,Da Nang,67.013609,152.183258
OP197,OP-TITAN-197,2025-01-29 11:00:00,10,Exfiltration,Rainforest,27357660.49,FC6612,South Africa,Pretoria,35.860915,1.300764
OP198,OP-IRON-198,2025-02-01 02:00:00,5,Surgical Strike,High Altitude,16109097.48,FC1374,Russia,Saint Petersburg,24.754855,153.422664
OP199,OP-ONYX-199,2025-02-02 07:00:00,4,Spying,Rainforest,22030854.06,FC3020,USA,Seattle,-57.714199,157.450615
OP200,OP-EMBER-200,2025-02-04 09:00:00,3,Search and Rescue,High Altitude,6854808.56,FC7279,Italy,Rome,-16.847734,2.288818
OP201,OP-ONYX-201,2025-02-06 22:00:00,8,Search and Rescue,Low Altitude,40642330.14,FC4814,South Korea,Seoul,-28.036505,-53.325106
OP202,OP-TITAN-202,2025-02-08 17:00:00,5,Infiltration,High Altitude,5994470.51,FC3176,Indonesia,Surabaya,-61.354747,131.949629
OP203,OP-ONYX-203,2025-02-10 15:00:00,9,Reinforcements,Low Altitude,28494338.52,FC4456,Russia,Saint Petersburg,22.320711,151.082643
OP204,OP-EMBER-204,2025-02-12 11:00:00,2,Anti Terrorism,Jungle,41710517.33,FC2862,Sweden,Gothenburg,-39.080953,46.087305
OP205,OP-ONYX-205,2025-02-14 08:00:00,8,Reconnaissance,Marine,24633440.83,FC4929,Turkey,Izmir,-59.765439,166.040191
OP206,OP-STEEL-206,2025-02-16 15:00:00,6,Defend Perimeter,Low Altitude,43304194.71,FC8522,South Korea,Seoul,-0.496291,178.90177
OP207,OP-COPPER-207,2025-02-18 22:00:00,3,Search and Rescue,Urban,5937930.01,FC5179,Sri Lanka,Kandy,67.440924,-58.014269
OP208,OP-PHOENIX-208,2025-02-20 22:00:00,3,Escort,Rainforest,34841815.78,FC2738,Egypt,Cairo,68.264505,-150.270896
OP209,OP-TITAN-209,2025-02-23 01:00:00,6,Defend Perimeter,Grassland,13150236.7,FC8133,Greece,Thessaloniki,17.946401,9.145305
OP210,OP-TITAN-210,2025-02-24 21:00:00,6,Spying,Grassland,45911693.14,FC7420,France,Toulouse,73.470526,-88.369362
OP211,OP-TITAN-211,2025-02-26 11:00:00,10,Infiltration,Grassland,2553464.52,FC9666,China,Shenzhen,-60.449275,59.233936
OP212,OP-STEEL-212,2025-02-28 10:00:00,1,Reconnaissance,Grassland,46920222.07,FC3572,Germany,Stuttgart,53.733194,70.821362
OP213,OP-TITAN-213,2025-03-02 19:00:00,6,Perimeter Hold,Grassland,44416745.78,FC1923,Qatar,Doha,-56.504168,-2.831942
OP214,OP-COPPER-214,2025-03-04 16:00:00,5,Defend Perimeter,Desert,4395561.83,FC4261,France,Bordeaux,77.441904,-14.452208
OP215,OP-TITAN-215,2025-03-06 17:00:00,5,Perimeter Hold,Mountain,22299005.4,FC9898,Singapore,Singapore,35.204265,-85.479582
OP216,OP-IRON-216,2025-03-09 01:00:00,3,Infiltration,Grassland,41209492.39,FC9389,Oman,Sohar,18.689216,-136.990722
OP217,OP-EMBER-217,2025-03-10 10:00:00,10,Surgical Strike,Marine,47335089.38,FC3034,USA,Boston,24.860082,79.26566
OP218,OP-TITAN-218,2025-03-12 22:00:00,3,Reconnaissance,High Altitude,13373346.63,FC6786,Brazil,Fortaleza,10.679646,-163.691187
OP219,OP-IRON-219,2025-03-14 12:00:00,3,Reconnaissance,High Altitude,37695189.58,FC8223,Oman,Sohar,-14.594127,123.325925
OP220,OP-FALCON-220,2025-03-17 01:00:00,10,Infiltration,Jungle,34022741.31,FC9157,India,Chennai,-1.583602,80.220761
OP221,OP-EMBER-221,2025-03-18 07:00:00,3,Perimeter Hold,Mountain,38802823.74,FC8621,Singapore,Singapore,0.103512,17.533845
OP222,OP-STEEL-222,2025-03-20 15:00:00,4,Reconnaissance,Rainforest,2244599.72,FC9186,Japan,Fukuoka,-15.613709,-128.04712
OP223,OP-EMBER-223,2025-03-22 12:00:00,3,Defend Perimeter,Tundra,48390241.83,FC4242,Sweden,Stockholm,-52.071376,72.767883
OP224,OP-COPPER-224,2025-03-25 00:00:00,3,Anti Terrorism,Desert,44509711.33,FC4053,France,Lyon,-65.972872,120.460827
OP225,OP-IRON-225,2025-03-26 14:00:00,8,Reinforcements,Mountain,39514765.81,FC7309,Norway,Oslo,29.813127,-108.365708
OP226,OP-COPPER-226,2025-03-28 10:00:00,1,Sneak,Mountain,22468732.05,FC1546,Brazil,Salvador,-28.376665,-46.411539
OP227,OP-EMBER-227,2025-03-30 22:00:00,7,Resupply,Urban,10373642.87,FC6572,Kenya,Mombasa,-53.118338,-144.445547
OP228,OP-PHOENIX-228,2025-04-01 12:00:00,9,Exfiltration,Marine,48345027.72,FC5907,Italy,Turin,48.447488,-22.022223
OP229,OP-ONYX-229,2025-04-03 10:00:00,7,Exfiltration,Grassland,19263153.54,FC2744,Brazil,Brasília,-73.07618,-76.669731
OP230,OP-TITAN-230,2025-04-05 18:00:00,1,Search and Rescue,Tundra,46711291.85,FC5003,Greece,Thessaloniki,-34.459168,-68.269861
OP231,OP-IRON-231,2025-04-07 09:00:00,4,Infiltration,Mountain,14569005.79,FC5150,UAE,Dubai,-73.211454,74.017902
OP232,OP-EMBER-232,2025-04-10 00:00:00,5,Sneak,Rainforest,3463103.7,FC6667,Brazil,Brasília,-40.348282,-69.372672
OP233,OP-COPPER-233,2025-04-11 19:00:00,3,Exfiltration,Tundra,31714009.53,FC8410,India,Bengaluru,-11.139427,-112.398896
OP234,OP-COPPER-234,2025-04-13 14:00:00,2,Infiltration,Mountain,20309382.28,FC5170,Italy,Milan,45.436519,-17.986752
OP235,OP-FALCON-235,2025-04-15 20:00:00,6,Perimeter Hold,Low Altitude,45913843.31,FC5424,Egypt,Cairo,-70.153246,-62.329935
OP236,OP-STEEL-236,2025-04-17 17:00:00,8,Surgical Strike,Marine,19625739.76,FC5022,Kenya,Kisumu,-27.518535,-171.263093
OP237,OP-FALCON-237,2025-04-19 10:00:00,10,Resupply,Tundra,40834669.01,FC3852,Kenya,Kisumu,65.455252,173.365413
OP238,OP-ONYX-238,2025-04-21 23:00:00,2,Exfiltration,Low Altitude,25413004.17,FC9477,Italy,Naples,-69.2372,-37.45853
OP239,OP-COPPER-239,2025-04-23 17:00:00,8,Perimeter Hold,Mountain,29673459.67,FC6295,Norway,Bergen,62.071623,141.21508
OP240,OP-STEEL-240,2025-04-25 07:00:00,8,Sneak,Jungle,27557817.28,FC5440,Canada,Montreal,-4.722025,-112.89086
OP241,OP-COPPER-241,2025-04-27 08:00:00,4,Exfiltration,Tundra,3240932.38,FC1416,Malaysia,George Town,-42.778785,-75.938731
OP242,OP-STEEL-242,2025-04-29 15:00:00,3,Anti Terrorism,Tundra,36341610.13,FC1847,South Africa,Johannesburg,-73.680229,152.755289
OP243,OP-COPPER-243,2025-05-01 06:00:00,1,Surgical Strike,Swamp,1787126.31,FC4102,Vietnam,Hanoi,79.745779,-91.550672
OP244,OP-STEEL-244,2025-05-04 00:00:00,4,Search and Rescue,Desert,46743381.79,FC9662,Spain,Seville,38.956988,35.706986
OP245,OP-FALCON-245,2025-05-05 19:00:00,7,Perimeter Hold,Low Altitude,47458126.82,FC1833,Canada,Vancouver,-18.65842,124.168302
OP246,OP-FALCON-246,2025-05-07 19:00:00,1,Escort,Jungle,10645891.99,FC2606,Japan,Sapporo,-59.071626,170.368875
OP247,OP-STEEL-247,2025-05-09 17:00:00,8,Escort,Rainforest,43825662.55,FC9814,Egypt,Giza,-45.14521,113.726888
OP248,OP-COPPER-248,2025-05-11 20:00:00,2,Surgical Strike,Tundra,24850179.36,FC8952,Norway,Trondheim,-11.158672,8.965819
OP249,OP-STEEL-249,2025-05-14 01:00:00,1,Infiltration,Tundra,25395948.52,FC8894,Oman,Sohar,16.520037,-21.93967
OP250,OP-COPPER-250,2025-05-15 09:00:00,4,Spying,High Altitude,9059018.49,FC8675,UAE,Abu Dhabi,2.630342,-168.560366
OP251,OP-PHOENIX-251,2025-05-17 20:00:00,4,Infiltration,Low Altitude,42160047.35,FC4945,USA,Phoenix,-71.088497,-37.507788
OP252,OP-COPPER-252,2025-05-19 20:00:00,10,Reconnaissance,Urban,49777384.38,FC8084,Sri Lanka,Kandy,-54.462505,-177.104686
OP253,OP-FALCON-253,2025-05-21 10:00:00,4,Anti Terrorism,Grassland,24151909.44,FC7216,Indonesia,Medan,18.900231,74.013552
OP254,OP-STEEL-254,2025-05-23 09:00:00,8,Spying,Rainforest,49445867.56,FC5567,USA,Houston,68.682727,106.370476
OP255,OP-PHOENIX-255,2025-05-26 00:00:00,5,Sneak,Grassland,449031.57,FC6218,Sri Lanka,Galle,11.711127,55.779892
OP256,OP-TITAN-256,2025-05-27 06:00:00,8,Perimeter Hold,Rainforest,19404428.47,FC2260,UK,Leeds,8.14691,-161.909124
OP257,OP-ONYX-257,2025-05-30 01:00:00,7,Resupply,Swamp,28598034.79,FC2776,Canada,Toronto,-22.430627,-114.245546
OP258,OP-PHOENIX-258,2025-05-31 06:00:00,2,Infiltration,Swamp,39297859.16,FC1200,Canada,Toronto,-48.986001,93.429155
OP259,OP-EMBER-259,2025-06-02 08:00:00,3,Surgical Strike,Tundra,14078553.47,FC6075,Canada,Toronto,-22.301728,164.190475
OP260,OP-ONYX-260,2025-06-04 14:00:00,9,Anti Terrorism,Mountain,37666556.41,FC7754,Germany,Stuttgart,8.740669,-155.204908
OP261,OP-IRON-261,2025-06-07 01:00:00,6,Surgical Strike,Jungle,15002266.66,FC4307,Spain,Seville,-15.276853,-6.402154
OP262,OP-COPPER-262,2025-06-09 00:00:00,4,Escort,High Altitude,37479747.45,FC6424,Singapore,Singapore,-60.490848,13.753772
OP263,OP-STEEL-263,2025-06-10 20:00:00,2,Resupply,Tundra,38068491.16,FC3074,Malaysia,George Town,0.163759,65.710214
OP264,OP-PHOENIX-264,2025-06-12 18:00:00,3,Anti Terrorism,Low Altitude,11163741.05,FC9343,Canada,Ottawa,-64.820116,-103.476625
OP265,OP-IRON-265,2025-06-14 15:00:00,4,Reinforcements,Rainforest,728839.94,FC6157,South Korea,Busan,-23.888424,-18.950434
OP266,OP-STEEL-266,2025-06-16 07:00:00,1,Reinforcements,Swamp,10894663.65,FC5626,Japan,Nagoya,72.654167,166.193945
OP267,OP-IRON-267,2025-06-18 20:00:00,3,Spying,Jungle,26633517.35,FC6482,USA,Houston,20.953143,150.206137
OP268,OP-TITAN-268,2025-06-20 19:00:00,10,Defend Perimeter,Mountain,24443292.16,FC2082,Singapore,Singapore,-60.341774,140.840256
OP269,OP-PHOENIX-269,2025-06-22 15:00:00,10,Infiltration,Low Altitude,28579644.4,FC8933,Turkey,Ankara,71.521405,-57.211986
OP270,OP-IRON-270,2025-06-24 20:00:00,3,Surgical Strike,Low Altitude,27685210.91,FC1524,Canada,Montreal,72.637821,-55.751768
OP271,OP-PHOENIX-271,2025-06-27 01:00:00,8,Reinforcements,Mountain,22062364.29,FC7993,Qatar,Doha,52.48261,167.188017
OP272,OP-IRON-272,2025-06-28 13:00:00,6,Exfiltration,Jungle,5258866.97,FC3943,UK,London,35.769351,6.847526
OP273,OP-COPPER-273,2025-06-30 17:00:00,3,Spying,Low Altitude,18546165.37,FC2451,Japan,Tokyo,67.654318,-146.208615
OP274,OP-IRON-274,2025-07-03 01:00:00,9,Anti Terrorism,Jungle,26652892.78,FC5162,Singapore,Singapore,48.66539,-83.70076
OP275,OP-TITAN-275,2025-07-04 17:00:00,1,Surgical Strike,Urban,33872525.32,FC8209,India,Lucknow,32.604888,20.795596
OP276,OP-IRON-276,2025-07-06 10:00:00,7,Reconnaissance,Marine,28790858.9,FC1852,Singapore,Singapore,-10.275217,-1.911652
OP277,OP-FALCON-277,2025-07-08 08:00:00,1,Infiltration,Rainforest,35054968.52,FC3867,Russia,Moscow,52.157623,-136.120698
OP278,OP-ONYX-278,2025-07-10 12:00:00,7,Infiltration,Mountain,36393327.15,FC5260,Turkey,Istanbul,29.2019,-90.62347
OP279,OP-EMBER-279,2025-07-12 12:00:00,7,Reinforcements,Desert,16934967.38,FC8277,Kenya,Kisumu,28.702257,-19.215893
OP280,OP-STEEL-280,2025-07-14 13:00:00,7,Infiltration,Swamp,9506281.76,FC2572,Sweden,Malmö,56.455329,24.81505
OP281,OP-STEEL-281,2025-07-17 01:00:00,7,Reconnaissance,Low Altitude,32981499.74,FC5669,Brazil,Salvador,1.757641,177.967107
OP282,OP-TITAN-282,2025-07-18 19:00:00,8,Sneak,Swamp,48299205.05,FC3360,China,Guangzhou,-64.97284,90.213833
OP283,OP-STEEL-283,2025-07-21 02:00:00,8,Reinforcements,Low Altitude,36108502.55,FC2339,Turkey,Istanbul,38.00103,7.61728
OP284,OP-EMBER-284,2025-07-22 11:00:00,5,Infiltration,Grassland,31687306.03,FC7616,Sri Lanka,Galle,69.67934,-16.03192
OP285,OP-TITAN-285,2025-07-24 22:00:00,9,Spying,Swamp,13507066.19,FC2897,Canada,Toronto,-34.811402,-159.202454
OP286,OP-STEEL-286,2025-07-26 07:00:00,5,Search and Rescue,Urban,26457133.56,FC2386,UAE,Abu Dhabi,6.958229,51.619968
OP287,OP-TITAN-287,2025-07-28 13:00:00,8,Sneak,Rainforest,42992490.66,FC1467,China,Shanghai,25.556865,-39.862469
OP288,OP-TITAN-288,2025-07-30 20:00:00,8,Search and Rescue,High Altitude,49807158.54,FC5288,Spain,Seville,30.56743,-133.993869
OP289,OP-FALCON-289,2025-08-01 23:00:00,7,Surgical Strike,Grassland,27261340.27,FC8480,South Korea,Incheon,-10.604312,-6.199061
OP290,OP-STEEL-290,2025-08-03 09:00:00,4,Exfiltration,Jungle,49518319.04,FC5870,South Africa,Cape Town,8.432915,-6.101148
OP291,OP-COPPER-291,2025-08-05 16:00:00,8,Spying,Jungle,29312708.09,FC5621,China,Guangzhou,8.681702,22.240451
OP292,OP-EMBER-292,2025-08-07 14:00:00,4,Surgical Strike,Marine,46653329.94,FC3491,France,Marseille,17.428239,-149.098552
OP293,OP-TITAN-293,2025-08-09 19:00:00,3,Surgical Strike,Low Altitude,48651722.08,FC4937,Spain,Madrid,57.897781,136.067483
OP294,OP-TITAN-294,2025-08-11 13:00:00,7,Escort,Grassland,6568048.13,FC7598,China,Shanghai,-40.963202,31.969172
OP295,OP-STEEL-295,2025-08-13 07:00:00,3,Reconnaissance,Marine,14858548.6,FC4362,Malaysia,George Town,24.916639,71.50554
OP296,OP-PHOENIX-296,2025-08-15 12:00:00,1,Surgical Strike,Marine,4031529.83,FC9579,China,Shanghai,37.073431,-29.991355
OP297,OP-PHOENIX-297,2025-08-17 15:00:00,4,Anti Terrorism,Grassland,20633977.4,FC6896,Brazil,São Paulo,-66.781264,91.986589
OP298,OP-PHOENIX-298,2025-08-19 18:00:00,10,Perimeter Hold,Rainforest,28450251.59,FC2824,France,Nice,18.269722,-53.098994
OP299,OP-ONYX-299,2025-08-21 07:00:00,5,Anti Terrorism,High Altitude,18340840.36,FC1527,South Korea,Seoul,61.05191,19.83358
OP300,OP-IRON-300,2025-08-23 19:00:00,5,Infiltration,Grassland,43610247.89,FC2365,UAE,Abu Dhabi,11.429823,-172.871619
